Visit Timestamp	Title	URL	Visit Count	Redirect Source	Redirect Destination	Visit ID	Origin
2022-01-21 20:42:23+00:00	whatsmyip.com - Google Search	"https://www.google.com/search?q=whatsmyip.com&client=safari&hl=en-us&ei=MiXkYc-ZMLOfptQPgvCg2Ak&oq=w
hatsmyip.com&gs_lcp=ChNtb2JpbGUtZ3dzLXdpei1zZXJwEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBwgAEIAEEAoyBggAEAoQ
HjIECAAQHjIGCAAQChAeMgQIABAeOgcIABBHELADOg0ILhDHARCjAhCwAxBDOgcIABCwAxBDOg4IABCPARDqAhCMAxDlAjoFCAAQ
kQI6DgguEIAEELEDEMcBENEDOgsILhCABBDHARCjAjoOCC4QgAQQsQMQxwEQowI6CwguEIAEELEDEIMBOhEILhCABBCxAxCDARDH
ARDRAzoECAAQQzoLCC4QgAQQxwEQrwE6BwgAELEDEEM6CAgAEIAEELEDOgoIABCxAxCDARBDOgcILhCABBAKOggIABCxAxCDAToL
CAAQgAQQsQMQgwE6BAgAEAM6CAgAEIAEEMkDOgUIABCSAzoLCAAQgAQQsQMQyQM6BwgAELEDEAo6CggAELEDEIMBEApKBAhBGABQ
7A9YuEdg4lBoCnABeACAAasBiAGlDJIBBDE0LjOYAQCgAQGwAQ_IAQvAAQE&sclient=mobile-gws-wiz-serp"	2			16	Local Device
2022-01-21 20:42:23+00:00	whatsmyip.com - Google Search	"https://www.google.com/search?q=whatsmyip.com&client=safari&hl=en-us&ei=MiXkYc-ZMLOfptQPgvCg2Ak&oq=w
hatsmyip.com&gs_lcp=ChNtb2JpbGUtZ3dzLXdpei1zZXJwEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBwgAEIAEEAoyBggAEAoQ
HjIECAAQHjIGCAAQChAeMgQIABAeOgcIABBHELADOg0ILhDHARCjAhCwAxBDOgcIABCwAxBDOg4IABCPARDqAhCMAxDlAjoFCAAQ
kQI6DgguEIAEELEDEMcBENEDOgsILhCABBDHARCjAjoOCC4QgAQQsQMQxwEQowI6CwguEIAEELEDEIMBOhEILhCABBCxAxCDARDH
ARDRAzoECAAQQzoLCC4QgAQQxwEQrwE6BwgAELEDEEM6CAgAEIAEELEDOgoIABCxAxCDARBDOgcILhCABBAKOggIABCxAxCDAToL
CAAQgAQQsQMQgwE6BAgAEAM6CAgAEIAEEMkDOgUIABCSAzoLCAAQgAQQsQMQyQM6BwgAELEDEAo6CggAELEDEIMBEApKBAhBGABQ
7A9YuEdg4lBoCnABeACAAasBiAGlDJIBBDE0LjOYAQCgAQGwAQ_IAQvAAQE&sclient=mobile-gws-wiz-serp"	2			17	Local Device
2022-02-04 00:52:01+00:00	youtube - Google Search	"https://www.google.com/search?q=youtube&client=safari&hl=en-us&ei=rxrrYZKbA4TL_QaIpJ6gDg&oq=youtube&
gs_lcp=ChNtb2JpbGUtZ3dzLXdpei1zZXJwEAMyEAguELEDEIMBEMcBENEDEEMyCAgAELEDEJECMgUIABCRAjIICAAQgAQQsQMyB
QgAEIAEMggIABCABBCxAzIICAAQgAQQsQMyCAgAEIAEELEDOggIABCABBCwAzoICAAQsAMQkQI6CQgAELADEAcQHjoJCAAQsAMQC
hAeOgcIABCwAxAeOgkIABCwAxAIEB46AggpOhEILhCABBCxAxCDARDHARDRAzoLCAAQgAQQsQMQgwE6CAguEIAEELEDOgcIABAKE
JECOgcILhCxAxBDOgUILhCABDoNCAAQsQMQgwEQsQMQQzoHCAAQsQMQCjoECAAQCkoECEEYAVCpDFiDL2DQgwFoBnAAeAGAAeQGi
AGZG5IBCzAuOC40LTIuMS4xmAEAoAEBsAEByAEPwAEB&sclient=mobile-gws-wiz-serp"	2			18	Local Device
2022-02-04 00:52:54+00:00	youtube - Google Search	"https://www.google.com/search?q=youtube&client=safari&hl=en-us&ei=rxrrYZKbA4TL_QaIpJ6gDg&oq=youtube&
gs_lcp=ChNtb2JpbGUtZ3dzLXdpei1zZXJwEAMyEAguELEDEIMBEMcBENEDEEMyCAgAELEDEJECMgUIABCRAjIICAAQgAQQsQMyB
QgAEIAEMggIABCABBCxAzIICAAQgAQQsQMyCAgAEIAEELEDOggIABCABBCwAzoICAAQsAMQkQI6CQgAELADEAcQHjoJCAAQsAMQC
hAeOgcIABCwAxAeOgkIABCwAxAIEB46AggpOhEILhCABBCxAxCDARDHARDRAzoLCAAQgAQQsQMQgwE6CAguEIAEELEDOgcIABAKE
JECOgcILhCxAxBDOgUILhCABDoNCAAQsQMQgwEQsQMQQzoHCAAQsQMQCjoECAAQCkoECEEYAVCpDFiDL2DQgwFoBnAAeAGAAeQGi
AGZG5IBCzAuOC40LTIuMS4xmAEAoAEBsAEByAEPwAEB&sclient=mobile-gws-wiz-serp"	2			19	Local Device
2022-02-04 00:53:08+00:00	YouTube	https://m.youtube.com/	2			20	Local Device
2022-02-04 00:54:34+00:00	Home - YouTube	https://m.youtube.com/	2			21	Local Device
2022-02-06 04:51:03+00:00		http://ttlw.co/hZWOrxQ	1		"https://www.totalwireless.com/collectminpinpromo?utm_source=ret&utm_medium=sms&utm_campaign=19160_re
t&utm_content=WRR_19160A_0L1C1S1_03_SP&utm_term=437836267006721187"	22	Local Device
2022-02-06 04:51:03+00:00	Stress Less & Save More With 30 Day Plans | Total Wireless	"https://www.totalwireless.com/collectminpinpromo?utm_source=ret&utm_medium=sms&utm_campaign=19160_re
t&utm_content=WRR_19160A_0L1C1S1_03_SP&utm_term=437836267006721187"	1	http://ttlw.co/hZWOrxQ		23	Local Device
2022-02-11 03:59:40+00:00	what to do if you get hacked - Google Search	"https://www.google.com/search?q=what+to+do+if+you+get+hacked&ie=UTF-8&oe=UTF-8&hl=en-
us&client=safari"	3			24	Local Device
2022-02-11 03:59:40+00:00	what to do if you get hacked - Google Search	"https://www.google.com/search?q=what+to+do+if+you+get+hacked&ie=UTF-8&oe=UTF-8&hl=en-
us&client=safari"	3			25	Local Device
2022-02-11 04:00:33+00:00	The first 5 things you should do when you get hacked - AVNET	https://www.avnet-cyber.com/the-first-5-things-you-should-do-when-you-get-hacked/	1			26	Local Device
2022-02-11 04:03:21+00:00	what to do if you get hacked - Google Search	"https://www.google.com/search?q=what+to+do+if+you+get+hacked&ie=UTF-8&oe=UTF-8&hl=en-
us&client=safari#sbfbu=1&pi=what%20to%20do%20if%20you%20get%20hacked"	1			27	Local Device
2022-02-11 04:03:42+00:00	what to do if you get hacked - Google Search	"https://www.google.com/search?q=what+to+do+if+you+get+hacked&ie=UTF-8&oe=UTF-8&hl=en-
us&client=safari"	3			28	Local Device
2022-02-11 04:03:42+00:00	how to fix a computer from being hacked - Google Search	"https://www.google.com/search?q=how+to+fix+a+computer+from+being+hacked&client=safari&hl=en-
us&sxsrf=APq-WBv440JvWYzM-_FnkYZpf3tZhpfs_A%3A1644551980149&ei=LN8FYoTICOCZptQP2_SxkAs&oq=how+to+fix
+a+computer+from+being+hacked&gs_lcp=ChNtb2JpbGUtZ3dzLXdpei1zZXJwEAMyBQghEKsCOgcIIxCwAxAnOgcIABBHELA
DOgcIABCwAxBDOgcIIxDqAhAnOg4ILhCABBCxAxDHARCjAjoECAAQQzoLCC4QgAQQxwEQowI6CwgAEIAEELEDEIMBOggIABCABBC
xAzoOCC4QsQMQgwEQxwEQowI6BAgjECc6BQgAEJECOgUIABCABDoLCC4QgAQQsQMQ1AI6CAgAELEDEIMBOgUIABCxAzoGCAAQFhA
eOgUIABCGAzoFCCEQoAE6CAghEBYQHRAeSgQIQRgAUKIbWL2RAWD4pgFoBXAAeAGAAb8CiAHaGZIBCDM1LjIuMS4xmAEAoAEBsAE
IyAEKwAEB&sclient=mobile-gws-wiz-serp"	3			29	Local Device
2022-02-11 04:03:43+00:00	how to fix a computer from being hacked - Google Search	"https://www.google.com/search?q=how+to+fix+a+computer+from+being+hacked&client=safari&hl=en-
us&sxsrf=APq-WBv440JvWYzM-_FnkYZpf3tZhpfs_A%3A1644551980149&ei=LN8FYoTICOCZptQP2_SxkAs&oq=how+to+fix
+a+computer+from+being+hacked&gs_lcp=ChNtb2JpbGUtZ3dzLXdpei1zZXJwEAMyBQghEKsCOgcIIxCwAxAnOgcIABBHELA
DOgcIABCwAxBDOgcIIxDqAhAnOg4ILhCABBCxAxDHARCjAjoECAAQQzoLCC4QgAQQxwEQowI6CwgAEIAEELEDEIMBOggIABCABBC
xAzoOCC4QsQMQgwEQxwEQowI6BAgjECc6BQgAEJECOgUIABCABDoLCC4QgAQQsQMQ1AI6CAgAELEDEIMBOgUIABCxAzoGCAAQFhA
eOgUIABCGAzoFCCEQoAE6CAghEBYQHRAeSgQIQRgAUKIbWL2RAWD4pgFoBXAAeAGAAb8CiAHaGZIBCDM1LjIuMS4xmAEAoAEBsAE
IyAEKwAEB&sclient=mobile-gws-wiz-serp"	3			30	Local Device
2022-02-11 04:04:32+00:00	How to Fix a Hacked Computer | Clario	https://clario.co/blog/what-to-do-if-computer-is-hacked/	1			31	Local Device
2022-02-11 04:06:09+00:00	how to fix a computer from being hacked - Google Search	"https://www.google.com/search?q=how+to+fix+a+computer+from+being+hacked&client=safari&hl=en-
us&sxsrf=APq-WBv440JvWYzM-_FnkYZpf3tZhpfs_A%3A1644551980149&ei=LN8FYoTICOCZptQP2_SxkAs&oq=how+to+fix
+a+computer+from+being+hacked&gs_lcp=ChNtb2JpbGUtZ3dzLXdpei1zZXJwEAMyBQghEKsCOgcIIxCwAxAnOgcIABBHELA
DOgcIABCwAxBDOgcIIxDqAhAnOg4ILhCABBCxAxDHARCjAjoECAAQQzoLCC4QgAQQxwEQowI6CwgAEIAEELEDEIMBOggIABCABBC
xAzoOCC4QsQMQgwEQxwEQowI6BAgjECc6BQgAEJECOgUIABCABDoLCC4QgAQQsQMQ1AI6CAgAELEDEIMBOgUIABCxAzoGCAAQFhA
eOgUIABCGAzoFCCEQoAE6CAghEBYQHRAeSgQIQRgAUKIbWL2RAWD4pgFoBXAAeAGAAb8CiAHaGZIBCDM1LjIuMS4xmAEAoAEBsAE
IyAEKwAEB&sclient=mobile-gws-wiz-
serp#sbfbu=1&pi=how%20to%20fix%20a%20computer%20from%20being%20hacked"	1			32	Local Device
2022-02-11 04:06:21+00:00	how to fix a computer from being hacked - Google Search	"https://www.google.com/search?q=how+to+fix+a+computer+from+being+hacked&client=safari&hl=en-
us&sxsrf=APq-WBv440JvWYzM-_FnkYZpf3tZhpfs_A%3A1644551980149&ei=LN8FYoTICOCZptQP2_SxkAs&oq=how+to+fix
+a+computer+from+being+hacked&gs_lcp=ChNtb2JpbGUtZ3dzLXdpei1zZXJwEAMyBQghEKsCOgcIIxCwAxAnOgcIABBHELA
DOgcIABCwAxBDOgcIIxDqAhAnOg4ILhCABBCxAxDHARCjAjoECAAQQzoLCC4QgAQQxwEQowI6CwgAEIAEELEDEIMBOggIABCABBC
xAzoOCC4QsQMQgwEQxwEQowI6BAgjECc6BQgAEJECOgUIABCABDoLCC4QgAQQsQMQ1AI6CAgAELEDEIMBOgUIABCxAzoGCAAQFhA
eOgUIABCGAzoFCCEQoAE6CAghEBYQHRAeSgQIQRgAUKIbWL2RAWD4pgFoBXAAeAGAAb8CiAHaGZIBCDM1LjIuMS4xmAEAoAEBsAE
IyAEKwAEB&sclient=mobile-gws-wiz-serp"	3			33	Local Device
2022-02-11 04:06:21+00:00	computer fix near me - Google Search	"https://www.google.com/search?q=computer+fix+near+me&client=safari&hl=en-us&sxsrf=APq-
WBsuADyKT4P1ZTetum6s6kZyy0aZwg%3A1644552222467&ei=HuAFYriCHPujptQPlcyV-AQ&oq=computer+&gs_lcp=ChNtb2
JpbGUtZ3dzLXdpei1zZXJwEAEYADIHCAAQyQMQQzIFCAAQkQIyBAgAEEMyBAgAEEMyCAgAELEDEJECMgUIABCRAjIECAAQQzIECA
AQQzoHCCMQsAMQJzoHCAAQRxCwAzoHCCMQ6gIQJzoLCC4QgAQQsQMQgwE6EQguEIAEELEDEIMBEMcBENEDOgUIABCABDoHCC4Q1A
IQQzoECC4QQzoKCAAQgAQQhwIQFDoRCC4QgAQQsQMQgwEQxwEQowI6DgguEIAEELEDEMcBENEDOgcIABCxAxBDSgQIQRgAUMw5WM
dOYLZbaARwAHgAgAHVAYgB8AaSAQU3LjEuMZgBAKABAbABCcgBCcABAQ&sclient=mobile-gws-wiz-serp"	2			34	Local Device
2022-02-11 04:06:22+00:00	computer fix near me - Google Search	"https://www.google.com/search?q=computer+fix+near+me&client=safari&hl=en-us&sxsrf=APq-
WBsuADyKT4P1ZTetum6s6kZyy0aZwg%3A1644552222467&ei=HuAFYriCHPujptQPlcyV-AQ&oq=computer+&gs_lcp=ChNtb2
JpbGUtZ3dzLXdpei1zZXJwEAEYADIHCAAQyQMQQzIFCAAQkQIyBAgAEEMyBAgAEEMyCAgAELEDEJECMgUIABCRAjIECAAQQzIECA
AQQzoHCCMQsAMQJzoHCAAQRxCwAzoHCCMQ6gIQJzoLCC4QgAQQsQMQgwE6EQguEIAEELEDEIMBEMcBENEDOgUIABCABDoHCC4Q1A
IQQzoECC4QQzoKCAAQgAQQhwIQFDoRCC4QgAQQsQMQgwEQxwEQowI6DgguEIAEELEDEMcBENEDOgcIABCxAxBDSgQIQRgAUMw5WM
dOYLZbaARwAHgAgAHVAYgB8AaSAQU3LjEuMZgBAKABAbABCcgBCcABAQ&sclient=mobile-gws-wiz-serp"	2		"https://www.google.com/search?q=computer+fix+near+me&client=safari&hl=en-us&sxsrf=APq-
WBsuADyKT4P1ZTetum6s6kZyy0aZwg%3A1644552222467&ei=HuAFYriCHPujptQPlcyV-AQ&oq=computer+&gs_lcp=ChNtb2
JpbGUtZ3dzLXdpei1zZXJwEAEYADIHCAAQyQMQQzIFCAAQkQIyBAgAEEMyBAgAEEMyCAgAELEDEJECMgUIABCRAjIECAAQQzIECA
AQQzoHCCMQsAMQJzoHCAAQRxCwAzoHCCMQ6gIQJzoLCC4QgAQQsQMQgwE6EQguEIAEELEDEIMBEMcBENEDOgUIABCABDoHCC4Q1A
IQQzoECC4QQzoKCAAQgAQQhwIQFDoRCC4QgAQQsQMQgwEQxwEQowI6DgguEIAEELEDEMcBENEDOgcIABCxAxBDSgQIQRgAUMw5WM
dOYLZbaARwAHgAgAHVAYgB8AaSAQU3LjEuMZgBAKABAbABCcgBCcABAQ&sclient=mobile-gws-wiz-
serp&dlnr=1&sei=veAFYoyEGNGiptQPrPKJ6AI"	35	Local Device
2022-02-11 04:06:24+00:00	computer fix near me - Google Search	"https://www.google.com/search?q=computer+fix+near+me&client=safari&hl=en-us&sxsrf=APq-
WBsuADyKT4P1ZTetum6s6kZyy0aZwg%3A1644552222467&ei=HuAFYriCHPujptQPlcyV-AQ&oq=computer+&gs_lcp=ChNtb2
JpbGUtZ3dzLXdpei1zZXJwEAEYADIHCAAQyQMQQzIFCAAQkQIyBAgAEEMyBAgAEEMyCAgAELEDEJECMgUIABCRAjIECAAQQzIECA
AQQzoHCCMQsAMQJzoHCAAQRxCwAzoHCCMQ6gIQJzoLCC4QgAQQsQMQgwE6EQguEIAEELEDEIMBEMcBENEDOgUIABCABDoHCC4Q1A
IQQzoECC4QQzoKCAAQgAQQhwIQFDoRCC4QgAQQsQMQgwEQxwEQowI6DgguEIAEELEDEMcBENEDOgcIABCxAxBDSgQIQRgAUMw5WM
dOYLZbaARwAHgAgAHVAYgB8AaSAQU3LjEuMZgBAKABAbABCcgBCcABAQ&sclient=mobile-gws-wiz-
serp&dlnr=1&sei=veAFYoyEGNGiptQPrPKJ6AI"	3	"https://www.google.com/search?q=computer+fix+near+me&client=safari&hl=en-us&sxsrf=APq-
WBsuADyKT4P1ZTetum6s6kZyy0aZwg%3A1644552222467&ei=HuAFYriCHPujptQPlcyV-AQ&oq=computer+&gs_lcp=ChNtb2
JpbGUtZ3dzLXdpei1zZXJwEAEYADIHCAAQyQMQQzIFCAAQkQIyBAgAEEMyBAgAEEMyCAgAELEDEJECMgUIABCRAjIECAAQQzIECA
AQQzoHCCMQsAMQJzoHCAAQRxCwAzoHCCMQ6gIQJzoLCC4QgAQQsQMQgwE6EQguEIAEELEDEIMBEMcBENEDOgUIABCABDoHCC4Q1A
IQQzoECC4QQzoKCAAQgAQQhwIQFDoRCC4QgAQQsQMQgwEQxwEQowI6DgguEIAEELEDEMcBENEDOgcIABCxAxBDSgQIQRgAUMw5WM
dOYLZbaARwAHgAgAHVAYgB8AaSAQU3LjEuMZgBAKABAbABCcgBCcABAQ&sclient=mobile-gws-wiz-serp"		36	Local Device
2022-02-11 04:06:25+00:00	computer fix near me - Google Search	"https://www.google.com/search?q=computer+fix+near+me&client=safari&hl=en-us&sxsrf=APq-
WBsuADyKT4P1ZTetum6s6kZyy0aZwg%3A1644552222467&ei=HuAFYriCHPujptQPlcyV-AQ&oq=computer+&gs_lcp=ChNtb2
JpbGUtZ3dzLXdpei1zZXJwEAEYADIHCAAQyQMQQzIFCAAQkQIyBAgAEEMyBAgAEEMyCAgAELEDEJECMgUIABCRAjIECAAQQzIECA
AQQzoHCCMQsAMQJzoHCAAQRxCwAzoHCCMQ6gIQJzoLCC4QgAQQsQMQgwE6EQguEIAEELEDEIMBEMcBENEDOgUIABCABDoHCC4Q1A
IQQzoECC4QQzoKCAAQgAQQhwIQFDoRCC4QgAQQsQMQgwEQxwEQowI6DgguEIAEELEDEMcBENEDOgcIABCxAxBDSgQIQRgAUMw5WM
dOYLZbaARwAHgAgAHVAYgB8AaSAQU3LjEuMZgBAKABAbABCcgBCcABAQ&sclient=mobile-gws-wiz-
serp&dlnr=1&sei=veAFYoyEGNGiptQPrPKJ6AI"	3			37	Local Device
2022-02-11 04:07:15+00:00	THE BEST 10 IT Services & Computer Repair in Burlington, VT - Last Updated February 2022 - Yelp	https://m.yelp.com/search?cflt=itservices&find_loc=Burlington%2C+VT	1			38	Local Device
2022-02-11 04:13:06+00:00	computer fix near me - Google Search	"https://www.google.com/search?q=computer+fix+near+me&client=safari&hl=en-us&sxsrf=APq-
WBsuADyKT4P1ZTetum6s6kZyy0aZwg%3A1644552222467&ei=HuAFYriCHPujptQPlcyV-AQ&oq=computer+&gs_lcp=ChNtb2
JpbGUtZ3dzLXdpei1zZXJwEAEYADIHCAAQyQMQQzIFCAAQkQIyBAgAEEMyBAgAEEMyCAgAELEDEJECMgUIABCRAjIECAAQQzIECA
AQQzoHCCMQsAMQJzoHCAAQRxCwAzoHCCMQ6gIQJzoLCC4QgAQQsQMQgwE6EQguEIAEELEDEIMBEMcBENEDOgUIABCABDoHCC4Q1A
IQQzoECC4QQzoKCAAQgAQQhwIQFDoRCC4QgAQQsQMQgwEQxwEQowI6DgguEIAEELEDEMcBENEDOgcIABCxAxBDSgQIQRgAUMw5WM
dOYLZbaARwAHgAgAHVAYgB8AaSAQU3LjEuMZgBAKABAbABCcgBCcABAQ&sclient=mobile-gws-wiz-
serp&dlnr=1&sei=veAFYoyEGNGiptQPrPKJ6AI#sbfbu=1&pi=computer%20fix%20near%20me"	1			39	Local Device
2022-02-11 04:13:59+00:00	computer fix near me - Google Search	"https://www.google.com/search?q=computer+fix+near+me&client=safari&hl=en-us&sxsrf=APq-
WBsuADyKT4P1ZTetum6s6kZyy0aZwg%3A1644552222467&ei=HuAFYriCHPujptQPlcyV-AQ&oq=computer+&gs_lcp=ChNtb2
JpbGUtZ3dzLXdpei1zZXJwEAEYADIHCAAQyQMQQzIFCAAQkQIyBAgAEEMyBAgAEEMyCAgAELEDEJECMgUIABCRAjIECAAQQzIECA
AQQzoHCCMQsAMQJzoHCAAQRxCwAzoHCCMQ6gIQJzoLCC4QgAQQsQMQgwE6EQguEIAEELEDEIMBEMcBENEDOgUIABCABDoHCC4Q1A
IQQzoECC4QQzoKCAAQgAQQhwIQFDoRCC4QgAQQsQMQgwEQxwEQowI6DgguEIAEELEDEMcBENEDOgcIABCxAxBDSgQIQRgAUMw5WM
dOYLZbaARwAHgAgAHVAYgB8AaSAQU3LjEuMZgBAKABAbABCcgBCcABAQ&sclient=mobile-gws-wiz-
serp&dlnr=1&sei=veAFYoyEGNGiptQPrPKJ6AI"	3			40	Local Device
2022-02-11 04:13:59+00:00	hacked computer what to do - Google Search	"https://www.google.com/search?q=hacked+computer+what+to+do&client=safari&hl=en-us&sxsrf=APq-
WBsUyzWg9BTfOi2kW_EuAQzeax0GiA%3A1644552384868&ei=wOAFYt-zNLybptQP8ri-KA&oq=hacked+computer&gs_lcp=C
hNtb2JpbGUtZ3dzLXdpei1zZXJwEAEYAjIKCAAQgAQQhwIQFDIKCAAQgAQQhwIQFDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQg
AQyBQgAEIAEMgUIABCABDoHCCMQsAMQJzoHCAAQRxCwAzoKCAAQsAMQyQMQQzoICAAQkgMQsAM6EgguEMcBEKMCEMgDELADEEMYA
DoMCC4QyAMQsAMQQxgAOgcIIxDqAhAnOg4ILhCABBCxAxDHARCjAjoECAAQQzoLCC4QgAQQxwEQowI6CwguEMcBEK8BEJECOg0IL
hCxAxDHARCjAhBDOgcIABCxAxBDOgcIABDJAxBDOgsILhCABBCxAxDUAjoICC4QgAQQsQM6CgguELEDENQCEEM6CwgAEIAEELEDE
IMBOgQILhBDOgsILhCABBDHARCvAToKCAAQsQMQgwEQQzoNCC4QsQMQxwEQ0QMQQzoICAAQgAQQsQM6BQguELEDOggIABCxAxCDA
UoFCDgSATFKBAhBGABQxtECWIyMA2CynQNoBnAAeACAAZEBiAGvCZIBBDEzLjKYAQCgAQGwAQrIAQ_AAQHaAQQIABgI&sclient=
mobile-gws-wiz-serp"	2			41	Local Device
