First Connection Timestamp	Last Connection Timestamp	Network Name	Cell Tower ID/Wifi MAC	Network Type	Bytes In	Bytes Out	Connection Attempts	Connection Successes	Packets In	Packets Out
2022-02-06 05:00:00+00:00	2022-02-10 05:00:00+00:00	ChamplainPSK	38:17:C3:6B:2C:92	Wifi	2953.0	3375.0	14.0	0.0	13.0	51.0
2022-02-06 05:00:00+00:00	2022-02-06 05:00:00+00:00	ChamplainPSK	C8:B5:AD:D3:4D:D2	Wifi	411.0	3399.0	0.0	0.0	1.0	53.0
2022-02-06 05:00:00+00:00	2022-02-10 05:00:00+00:00	ChamplainPSK	C8:B5:AD:D3:5F:12	Wifi	7241.0	5207.0	23.0	0.0	24.0	79.0
2022-02-06 05:00:00+00:00	2022-02-10 05:00:00+00:00	TFW	16978979	Cellular	9390.0	8009.0	1.0	1.0	36.0	50.0
2022-02-06 05:00:00+00:00	2022-02-10 05:00:00+00:00	TFW	16978967	Cellular	411.0	1671.0	0.0	0.0	1.0	26.0
2022-02-06 05:00:00+00:00	2022-02-06 05:00:00+00:00	TFW	17051425	Cellular	3014.0	42662.0	74.0	0.0	10.0	665.0
2022-02-06 05:00:00+00:00	2022-02-06 05:00:00+00:00	TFW	17051415	Cellular	13070.0	5041.0	4.0	3.0	42.0	49.0
2022-02-06 05:00:00+00:00	2022-02-06 05:00:00+00:00	TFW	16958221	Cellular	2895477.0	517523.0	88.0	87.0	3919.0	4428.0
2022-02-06 05:00:00+00:00	2022-02-10 05:00:00+00:00	ChamplainPSK	AC:A3:1E:E2:A9:F0	Wifi	441896.0	205321.0	28.0	28.0	941.0	1113.0
2022-02-06 05:00:00+00:00	2022-02-11 05:00:00+00:00	TFW	16978966	Cellular	767315.0	311403.0	18.0	17.0	1246.0	1450.0
2022-02-06 05:00:00+00:00	2022-02-06 05:00:00+00:00	ChamplainPSK	38:17:C3:6C:0F:12	Wifi	30897.0	8421.0	1.0	1.0	55.0	59.0
2022-02-09 05:00:00+00:00	2022-02-09 05:00:00+00:00	ChamplainPSK	38:17:C3:6C:DA:92	Wifi	836901.0	137002.0	24.0	24.0	1023.0	1205.0
2022-02-09 05:00:00+00:00	2022-02-09 05:00:00+00:00	ChamplainPSK	C8:B5:AD:D3:5E:F2	Wifi	3459276.0	1013505.0	188.0	188.0	5155.0	6433.0
2022-02-09 05:00:00+00:00	2022-02-09 05:00:00+00:00	ChamplainPSK	C8:B5:AD:D3:5F:02	Wifi	465338.0	48690.0	6.0	5.0	504.0	594.0
2022-02-09 05:00:00+00:00	2022-02-09 05:00:00+00:00	TFW	17050649	Cellular	2409641.0	193932.0	26.0	21.0	2284.0	2561.0
2022-02-09 05:00:00+00:00	2022-02-09 05:00:00+00:00	ChamplainPSK	AC:A3:1E:E2:AB:B3	Wifi	1194.0	962.0	0.0	0.0	16.0	14.0
2022-02-09 05:00:00+00:00	2022-02-10 05:00:00+00:00	ChamplainPSK	94:B4:0F:2C:F1:E2	Wifi	7977587.0	444390.0	22.0	18.0	6837.0	7319.0
2022-02-09 05:00:00+00:00	2022-02-09 05:00:00+00:00	TFW	17052185	Cellular	169482.0	327958.0	31.0	31.0	493.0	754.0
2022-02-09 05:00:00+00:00	2022-02-09 05:00:00+00:00	ChamplainPSK	AC:A3:1E:E2:AA:03	Wifi	101261.0	2266371.0	15.0	14.0	1416.0	2449.0
2022-02-09 05:00:00+00:00	2022-02-10 05:00:00+00:00	TFW	17051465	Cellular	94619.0	37367.0	7.0	7.0	178.0	234.0
2022-02-09 05:00:00+00:00	2022-02-09 05:00:00+00:00	ChamplainPSK	C8:B5:AD:D3:59:73	Wifi	26549.0	25408.0	47.0	1.0	72.0	371.0
2022-02-09 05:00:00+00:00	2022-02-09 05:00:00+00:00	ChamplainPSK	B4:5D:50:60:E9:C3	Wifi	276372.0	40218.0	7.0	7.0	292.0	348.0
2022-02-09 05:00:00+00:00	2022-02-09 05:00:00+00:00	ChamplainPSK	00:24:6C:10:37:93	Wifi	4025.0	3498.0	11.0	0.0	16.0	53.0
2022-02-09 05:00:00+00:00	2022-02-09 05:00:00+00:00	ChamplainPSK	00:24:6C:0E:F9:0B	Wifi	6586.0	7692.0	32.0	0.0	24.0	118.0
2022-02-09 05:00:00+00:00	2022-02-09 05:00:00+00:00	ChamplainPSK	00:24:6C:0E:F7:93	Wifi	0.0	13196.0	14.0	0.0	0.0	206.0
2022-02-09 05:00:00+00:00	2022-02-09 05:00:00+00:00	ChamplainPSK	AC:A3:1E:E2:AA:53	Wifi	6152.0	40059.0	72.0	0.0	18.0	622.0
2022-02-09 05:00:00+00:00	2022-02-09 05:00:00+00:00	ChamplainPSK	AC:A3:1E:E2:AA:A3	Wifi	21370.0	2259.0	1.0	1.0	22.0	23.0
2022-02-09 05:00:00+00:00	2022-02-09 05:00:00+00:00	ChamplainPSK	AC:A3:1E:E2:C7:B3	Wifi	34755.0	8389.0	25.0	0.0	66.0	131.0
2022-02-09 05:00:00+00:00	2022-02-10 05:00:00+00:00	ChamplainPSK	94:B4:0F:2C:F1:F2	Wifi	5701.0	33679.0	48.0	0.0	20.0	523.0
2022-02-09 05:00:00+00:00	2022-02-09 05:00:00+00:00	TFW	17051148	Cellular	0.0	0.0	0.0	0.0	0.0	0.0
2022-02-09 05:00:00+00:00	2022-02-09 05:00:00+00:00	ChamplainPSK	24:DE:C6:BF:FE:F3	Wifi	0.0	1223.0	0.0	0.0	0.0	19.0
2022-02-09 05:00:00+00:00	2022-02-10 05:00:00+00:00	ChamplainPSK	00:24:6C:29:AE:5C	Wifi	110089.0	389893.0	740.0	0.0	400.0	6025.0
2022-02-09 05:00:00+00:00	2022-02-10 05:00:00+00:00	ChamplainPSK	24:DE:C6:BF:FE:FB	Wifi	20982.0	26916.0	3.0	3.0	91.0	118.0
2022-02-09 05:00:00+00:00	2022-02-10 05:00:00+00:00	ChamplainPSK	24:DE:C6:BF:FF:7B	Wifi	43716.0	39651.0	7.0	7.0	152.0	201.0
2022-02-09 05:00:00+00:00	2022-02-11 05:00:00+00:00	TFW	16978969	Cellular	5937.0	20727.0	39.0	0.0	22.0	322.0
2022-02-09 05:00:00+00:00	2022-02-10 05:00:00+00:00	ChamplainPSK	AC:A3:1E:E2:A9:E0	Wifi	0.0	405.0	0.0	0.0	0.0	6.0
2022-02-09 05:00:00+00:00	2022-02-09 05:00:00+00:00	TFW	16978959	Cellular	1854.0	1409.0	4.0	0.0	8.0	20.0
2022-02-09 05:00:00+00:00	2022-02-10 05:00:00+00:00	ChamplainPSK	38:17:C3:6C:9A:62	Wifi	420.0	2008.0	2.0	0.0	1.0	30.0
2022-02-10 05:00:00+00:00	2022-02-10 05:00:00+00:00	ChamplainPSK	AC:A3:1E:E2:A7:03	Wifi	5458.0	19467.0	41.0	0.0	11.0	304.0
2022-02-10 05:00:00+00:00	2022-02-10 05:00:00+00:00	ChamplainPSK	AC:A3:1E:E2:A8:F0	Wifi	391.0	12568.0	20.0	0.0	2.0	197.0
2022-02-10 05:00:00+00:00	2022-02-10 05:00:00+00:00	ChamplainPSK	00:24:6C:0E:F9:03	Wifi	4301.0	27631.0	44.0	0.0	15.0	430.0
2022-02-10 05:00:00+00:00	2022-02-10 05:00:00+00:00	ChamplainPSK	AC:A3:1E:E2:AA:83	Wifi	19541.0	78384.0	146.0	0.0	65.0	1200.0
2022-02-10 05:00:00+00:00	2022-02-10 05:00:00+00:00	ChamplainPSK	18:64:72:84:BD:D3	Wifi	0.0	0.0	0.0	0.0	0.0	0.0
2022-02-10 05:00:00+00:00	2022-02-10 05:00:00+00:00	ChamplainPSK	18:64:72:84:B1:F0	Wifi	16252.0	11283.0	26.0	0.0	46.0	98.0
2022-02-10 05:00:00+00:00	2022-02-10 05:00:00+00:00	ChamplainPSK	18:64:72:84:BD:E3	Wifi	1867.0	19295.0	19.0	0.0	6.0	298.0
2022-02-10 05:00:00+00:00	2022-02-10 05:00:00+00:00	ChamplainPSK	D8:C7:C8:E7:B3:BC	Wifi	17707.0	14905.0	2.0	2.0	67.0	88.0
2022-02-10 05:00:00+00:00	2022-02-10 05:00:00+00:00	ChamplainPSK	AC:A3:1E:E2:AE:23	Wifi	17069.0	72821.0	152.0	0.0	64.0	1128.0
2022-02-10 05:00:00+00:00	2022-02-10 05:00:00+00:00	ChamplainPSK	AC:A3:1E:E2:AB:D3	Wifi	90441.0	345918.0	717.0	0.0	334.0	5350.0
2022-02-10 05:00:00+00:00	2022-02-10 05:00:00+00:00	ChamplainPSK	AC:A3:1E:E2:AD:03	Wifi	14105.0	13632.0	2.0	2.0	49.0	68.0
2022-02-10 05:00:00+00:00	2022-02-10 05:00:00+00:00	ChamplainPSK	AC:A3:1E:E2:AD:13	Wifi	5643.0	26162.0	33.0	0.0	17.0	406.0
2022-02-10 05:00:00+00:00	2022-02-10 05:00:00+00:00	ChamplainPSK	AC:A3:1E:E2:AB:C3	Wifi	0.0	358.0	0.0	0.0	0.0	5.0
2022-02-10 05:00:00+00:00	2022-02-10 05:00:00+00:00	ChamplainPSK	18:64:72:84:B5:D3	Wifi	14108.0	8372.0	24.0	2.0	55.0	108.0
2022-02-10 05:00:00+00:00	2022-02-10 05:00:00+00:00	ChamplainPSK	AC:A3:1E:E2:A8:E0	Wifi	4106.0	1047.0	0.0	0.0	20.0	17.0
2022-02-10 05:00:00+00:00	2022-02-10 05:00:00+00:00	ChamplainPSK	AC:A3:1E:E2:A7:13	Wifi	6146.0	3471.0	9.0	0.0	25.0	53.0
2022-02-10 05:00:00+00:00	2022-02-10 05:00:00+00:00	ChamplainPSK	AC:A3:1E:E2:AD:C3	Wifi	7623.0	61611.0	126.0	0.0	24.0	958.0
2022-02-10 05:00:00+00:00	2022-02-10 05:00:00+00:00	ChamplainPSK	AC:A3:1E:E2:AE:D3	Wifi	10907.0	5950.0	5.0	1.0	37.0	71.0
2022-02-10 05:00:00+00:00	2022-02-10 05:00:00+00:00	ChamplainPSK	AC:A3:1E:E2:AE:83	Wifi	0.0	0.0	0.0	0.0	0.0	0.0
2022-02-10 05:00:00+00:00	2022-02-10 05:00:00+00:00	ChamplainPSK	AC:A3:1E:E2:AE:13	Wifi	411.0	397.0	1.0	0.0	1.0	6.0
2022-02-10 05:00:00+00:00	2022-02-10 05:00:00+00:00	ChamplainPSK	18:64:72:84:BE:F0	Wifi	51574.0	206752.0	408.0	0.0	175.0	3203.0
2022-02-10 05:00:00+00:00	2022-02-10 05:00:00+00:00	TFW	4694	Cellular	5433.0	20927.0	46.0	0.0	18.0	325.0
2022-02-10 05:00:00+00:00	2022-02-10 05:00:00+00:00	TFW	153089	Cellular	794.0	1549.0	0.0	0.0	2.0	24.0
2022-02-10 05:00:00+00:00	2022-02-10 05:00:00+00:00	TFW	218625	Cellular	6454.0	15141.0	40.0	0.0	29.0	236.0
2022-02-10 05:00:00+00:00	2022-02-10 05:00:00+00:00	ChamplainPSK	18:64:72:84:B1:E0	Wifi	4646.0	31663.0	39.0	0.0	19.0	491.0
2022-02-10 05:00:00+00:00	2022-02-10 05:00:00+00:00	ChamplainPSK	00:24:6C:29:AE:54	Wifi	11868.0	63003.0	137.0	0.0	46.0	978.0
2022-02-10 05:00:00+00:00	2022-02-10 05:00:00+00:00	TFW	17069601	Cellular	5655.0	26788.0	53.0	0.0	21.0	417.0
2022-02-10 05:00:00+00:00	2022-02-10 05:00:00+00:00	ChamplainPSK	6C:F3:7F:16:FB:8B	Wifi	5610.0	34062.0	70.0	0.0	22.0	531.0
2022-02-10 05:00:00+00:00	2022-02-10 05:00:00+00:00	ChamplainPSK	00:24:6C:23:6D:AC	Wifi	17285.0	8378.0	27.0	0.0	49.0	113.0
2022-02-10 05:00:00+00:00	2022-02-10 05:00:00+00:00	ChamplainPSK	C8:B5:AD:D3:5E:D2	Wifi	82171.0	298918.0	517.0	0.0	269.0	4640.0
2022-02-10 05:00:00+00:00	2022-02-11 05:00:00+00:00	ChamplainPSK	C8:B5:AD:D3:5F:53	Wifi	3706.0	23456.0	43.0	0.0	13.0	365.0
2022-02-11 05:00:00+00:00	2022-02-11 05:00:00+00:00	ChamplainPSK	38:17:C3:6D:08:B2	Wifi	4626.0	40112.0	71.0	0.0	17.0	622.0
2022-02-11 05:00:00+00:00	2022-02-11 05:00:00+00:00	ChamplainPSK	C8:B5:AD:BA:33:52	Wifi	9608.0	4359.0	8.0	0.0	45.0	64.0
2022-02-11 05:00:00+00:00	2022-02-11 05:00:00+00:00	TFW	17051159	Cellular	0.0	2020.0	0.0	0.0	0.0	31.0
2022-02-11 05:00:00+00:00	2022-02-11 05:00:00+00:00	TFW	16978957	Cellular	2015.0	1559.0	2.0	0.0	6.0	23.0
2022-02-11 05:00:00+00:00	2022-02-11 05:00:00+00:00	TFW	17053453	Cellular	2978.0	5437.0	14.0	0.0	12.0	84.0
2022-02-11 05:00:00+00:00	2022-02-11 05:00:00+00:00	TFW	16978956	Cellular	1380.0	2007.0	9.0	0.0	5.0	30.0
2022-02-11 05:00:00+00:00	2022-02-11 05:00:00+00:00	TFW	17068568	Cellular	0.0	92.0	0.0	0.0	0.0	1.0
2022-02-11 05:00:00+00:00	2022-02-11 05:00:00+00:00	TFW	17072672	Cellular	0.0	0.0	0.0	0.0	0.0	0.0
2022-02-11 05:00:00+00:00	2022-02-11 05:00:00+00:00	TFW	16961561	Cellular	52973.0	114846.0	7.0	7.0	224.0	263.0
2022-02-11 05:00:00+00:00	2022-02-11 05:00:00+00:00	TFW	16958489	Cellular	25732.0	48303.0	5.0	5.0	102.0	127.0
