Timestamp	Places_from_VLOC	Labels_in_tile	Image	Tileset	Key A	Key B	Key C	Key D
2022-01-15 14:11:23		Alaska, Alberta, Arizona, Arkansas, British Columbia, California, Colorado, Idaho, Illinois, Iowa, Kansas, Louisiana, Manitoba, Michigan, Minnesota, Mississippi, Missouri, Montana, Nebraska, Nevada, New Mexico, North Dakota, Northwest Territories, Nunavut, Oklahoma, Ontario, Oregon, Saskatchewan, South Dakota, Tennessee, Texas, Utah, Washington, Wisconsin, Wyoming, Yukon, Baja California, Chihuahua, Coahuila, El Salvador, Guatemala, México, Nuevo León, Sonora, Tamaulipas		0X801401	0X14	0X20000	0X10000	0X2005000
2022-01-15 14:11:23		{0}, Horizon Deep		0X804401	0X14	0X20000	0X20000	0X2011000
2022-01-15 14:11:23				0X804401	0X14	0X420000		0X2011000
2022-01-15 14:11:23				0X804401	0X14	0X20000		0X2011000
2022-01-15 14:11:23		{0}, Milwaukee Deep, Pico Cristóbal Colón		0X804401	0X14	0X420000	0X10000	0X2011000
2022-01-15 14:11:23		{0}, Cerro Aconcagua		0X804401	0X14	0X420000	0X20000	0X2011000
2022-01-15 14:11:23		Pacific Ocean, South Pacific Ocean		0X800101	0X14	0X20000	0X20000	0X2000400
2022-01-15 14:11:23				0X801401	0X14	0X420000		0X2005000
2022-01-15 14:11:23		{0}, Denali, Mount Logan, Mount Whitney, Pico de Orizaba		0X804401	0X14	0X20000	0X10000	0X2011000
2022-01-15 14:11:23		Atlantic Ocean, South America, South Atlantic Ocean, Argentina, Bolivia, Buenos Aires, Buenos Aires, Chile, Ecuador, Lima, Lima, Paraguay, Perú, Santiago, Santiago, Uruguay, Brasil, Rio de Janeiro, São Luís, São Paulo		0X800101	0X14	0X420000	0X20000	0X2000400
2022-01-15 14:11:23		Arctic Ocean, Beaufort Sea, Chukchi Sea		0X800101	0X14	0X20000		0X2000400
2022-01-15 14:11:23		Grønland, Baffin Bay, Greenland Sea		0X800101	0X14	0X420000		0X2000400
2022-01-15 14:11:24		AB, AK, AR, AZ, Anchorage, BC, CA, CO, Canada, Dallas, Hawaiʻi, Houston, IA, ID, KS, LA, Los Angeles, MB, MN, MO, MT, ND, NE, NM, NT, NU, NV, North America, North Pacific Ocean, OK, OR, Pacific Ocean, SD, SK, San Francisco, TX, UT, United States, Vancouver, WA, WY, YT, Ciudad de México, Ciudad de México, Guatemala, México		0X800101	0X14	0X20000	0X10000	0X2000400
2022-01-15 14:11:24		الصحراء الغربية, المغرب, موريتانيا, AL, Atlantic Ocean, CT, Chicago, D.C., DE, FL, GA, Ghana, Guyana, Hudson Bay, IL, IN, Ireland, KY, Labrador Sea, Liberia, London, MA, MD, ME, MI, MS, Montréal, NB, NC, NH, NJ, NL, NS, NY, New York, North Atlantic Ocean, OH, ON, PA, PE, Puerto Rico, QC, RI, SC, Sierra Leone, TN, Toronto, United Kingdom, VA, VT, WI, WV, Washington, Washington, Bogotá, Bogotá, Caracas, Caracas, Colombia, Costa Rica, Cuba, España, Honduras, Madrid, Madrid, Nicaragua, Panamá, Panamá, República Dominicana, Venezuela, Bamako, Bamako, Burkina Faso, Côte d’Ivoire, Guinée, Guyane française, Haïti, Mali, Sénégal, Sénégal, Tombouctou, Ísland, Suriname, Guiné-Bissau, Portugal		0X800101	0X14	0X420000	0X10000	0X2000400
2022-01-19 15:05:03		116, 89, Adirondack St, Brand Farm Dr, Butler Dr, Community Dr, Dubois Dr, Fall St, Fox Run Ln, Hinesburg Rd, John Fay Rd, Knoll Cir, Landon Rd, Mansfield View Ln, Marcy St, Meadowland Dr, Mill Pond Ln, Moss Glen Ln, Oak Creek Dr, Randall St, Rye Cir, Swift St, Thompson St, Tilley Dr, Vietnam Veterans Memorial Hwy, Whiteface St, Wildflower Dr, Winter Ln, Worcester St		0X801401	0X14	-0X40720000	0X17290004	0X2005000
2022-01-19 15:05:03				0X804901	0X14	-0X40720000	0X17280004	0X2012400
2022-01-19 15:05:03		116, 2, 89, Airport Dr, Airport Rd, Anderson Pkwy, Aviation Ave, Barnsley St, Bayberry Ln, Beacon St, Beechwood Ln, Builders Blvd, Circle Dr, Clinton St, Community Dr, Customs Dr, Davis Pkwy, Derby Cir, Dover St, Eagle Dr, Eldredge St, Elsom Pkwy, Forest Park, Foxcroft St, Georgetown, Hawthorne Cir, Hayden Pkwy, Hayes Ave, Hinesburg Rd, Kennedy Dr, Kimball Ave, Kinsington St, Laurentide Ln, Ledge Way, Logwood St, Manor Woods, Mayfair St, Millham Ct, Mills Ave, Obrien Farm Rd, Old Farm Rd, Prouty Pkwy, Robin Ln, South Rd, Southview Dr, Split Rock Ct, Stonington Cir, Sugar Tree Ln, Sweetbriar Ln, Thatcher Ln, Timber Ln, Twin Oaks Terr, Two Brothers Dr, Victoria Dr, Victory Dr, Vietnam Veterans Memorial Hwy, Wellesley Grove, Williston Rd, Winding Brook Dr, Windridge Ct, Woodbine St, Woodland Pl, Wright Ct		0X801401	0X14	-0X40720000	0X17280004	0X2005000
2022-01-19 14:59:03		Potash Brook		0X800101	0X14	-0X40B20000	0X17280004	0X2000400
2022-01-19 15:05:03		Potash Brook		0X800101	0X14	-0X40720000	0X17280004	0X2000400
2022-01-19 14:59:03		116, 189, 89, Allys Run, Aspen Dr, Barrett St, Birch St, Brookwood Dr, Davis Pkwy, Deane St, Dorset St, East Terr, Grandview Dr, Heath St, Hickory Ln, Hinesburg Rd, Hopkins St, Iby St, Kennedy Dr, Lilac Ln, Market St, N Twin Oaks Terr, O'Brien Dr, Oakwood Dr, Prouty Pkwy, Quarry Hill Rd, Ruth St, San Remo Dr, Sherry Rd, Simpson Ct, Slocum St, Spear St, Sunset Ave, Town Square Dr, Twin Oaks Terr, Vietnam Veterans Memorial Hwy, Village Green Dr, W Twin Oaks Terr, Woodcrest Dr, Woodside Dr, Wright Ct		0X801401	0X14	-0X40B20000	0X17280004	0X2005000
2022-01-19 15:01:43		89, Arlington Green, Bedford Green, Bluestar Ln, Brand Farm Dr, Cedar Glen Dr, Charleston Green, Chelmsford Green, Chickadee Cir, Concord Green, Dorey Rd, Dorset St, Economou Farm Rd, Fairway Dr, Finch Ct, Foulshamhollow Rd, Four Sisters Rd, Golf Course Rd, Hermit Thrush Ln, Hummingbird Ln, Indian Creek, Iris Ln, Kingfisher Ct, Lexington Green, Lincoln Green, Lupine Ln, Meadowood Dr, Middlesex Green, Mockingbird Ln, Nicklaus Cir, Park Rd, Pinnacle Dr, Ridgewood Dr, Songbird Rd, Spear St, Springhouse Rd, Swift St, Vale Dr, Vietnam Veterans Memorial Hwy, Woodthrush Cir		0X801401	0X14	-0X40B20000	0X17290004	0X2005000
2022-01-19 15:01:43				0X804901	0X14	-0X40B20000	0X17290004	0X2012400
2022-01-19 14:59:03				0X804901	0X14	-0X40B20000	0X17280004	0X2012400
2022-01-19 15:05:03				0X804901	0X14	-0X40720000	0X17290004	0X2012400
2022-01-19 14:58:35		Commerce St, Harvest Ln, Marshall Ave, Omega Dr, Retail Way, Trader Ln		0X801401	0X14	-0X7FF10000	0X2E520009	0X2005000
2022-01-19 15:10:42				0X801E01	0X14	-0X7FF10000	0X2E530009	0X2007800
2022-01-19 15:06:03		2A, 89, Hurricane Ln, St George Rd, Vietnam Veterans Memorial Hwy		0X801401	0X14	-0X7FF10000	0X2E530009	0X2005000
2022-01-19 15:06:03				0X804901	0X14	-0X7FF10000	0X2E530009	0X2012400
2022-01-19 14:58:35		Allen Brook		0X800101	0X14	-0X3FF20000	0X17290004	0X2000400
2022-01-19 14:58:45				0X804901	0X14	-0X7FF10000	0X2E520009	0X2012400
2022-01-19 15:10:43				0X801601	0X14	-0X7FF10000	0X2E530009	0X2005800
2022-01-19 15:10:42		Allen Brook, Johnnie Brook, Lake Iroquois, Lower Pond, Patrick Brook		0X800101	0X14	0X300C0000	0X5CB0001	0X2000400
2022-01-16 13:51:11				0X804401	0X14	-0X42F0000	-0X46BAFFDB	0X2011000
2022-01-16 13:49:25		The Edge Sports & Fitness South Burlington		0X804401	0X14	-0X46F0000	-0X46B9FFDB	0X2011000
2022-01-19 15:10:42		116		0X801401	0X14	0X300C0000	0X5CB0001	0X2005000
2022-01-15 14:11:49		Park		0X804401	0X14	-0X46F0000	-0X46BAFFDB	0X2011000
2022-01-19 15:10:42		Best Bands		0X804401	0X14	0X300C0000	0X5CB0001	0X2011000
2022-01-16 13:49:25				0X804401	0X14	-0X42F0000	-0X46B9FFDB	0X2011000
2022-01-19 15:05:14		2, 2A, 89, Essex Rd, St George Rd, Vietnam Veterans Memorial Hwy, Williston Rd		0X801401	0X14	0X300C0000	0X5CA0001	0X2005000
		117, 128, 15, 2A, Browns River Rd, Center Rd, Colchester Rd, Essex Rd, Jericho Rd, Lincoln St, Main St, Maple St, Park St, Pearl St, River Rd, Upper Main St		0X801401	0X14	0X300C0000	0X5C90001	0X2005000
2022-01-19 15:02:25		116, 2A, Burlington Rd, St George Rd		0X801401	0X14	0X2FCC0000	0X5CB0001	0X2005000
2022-01-19 15:02:25		La Platte River, Mud Hollow Brook, Munroe Brook, Shelburne Pond		0X800101	0X14	0X2FCC0000	0X5CB0001	0X2000400
2022-01-19 14:58:41		15, Browns River Rd, Center Rd, Colchester Rd, Essex Rd, Jericho Rd, Lincoln St, Main St, Maple St, Park St, Pearl St, River Rd, Upper Main St		0X801401	0X14	-0X67F50000	0X2E40000	0X2005000
2022-01-19 14:58:41		116, 2, 89, E Main St, Essex Rd, Onion River Rd, River Rd, St George Rd, Vietnam Veterans Memorial Hwy, W Main St, Williston Rd		0X801401	0X14	-0X67F50000	0X2E50000	0X2005000
2022-01-16 13:51:49		CITGO, COVID vaccine, Jiffy Mart		0X804401	0X14	-0X1F00000	0X5CA20012	0X2011000
2022-01-19 14:58:42				0X801601	0X14	-0X67F50000	0X2E40000	0X2005800
		New York, Vermont		0X801401	0X14	-0X68750000	0X2E50000	0X2005000
		9, Lake Champlain Ferry, N Ausable St, New York, Vermont		0X801401	0X14	-0X68750000	0X2E40000	0X2005000
2022-01-19 15:34:50		City of South Burlington, South Burlington High School		0X804401	0X14	-0X2700000	0X5CA20012	0X2011000
2022-01-19 14:58:42				0X801601	0X14	-0X67F50000	0X2E50000	0X2005800
2022-01-19 15:33:55				0X804901	0X14	0X7F0F0000	0X2E520009	0X2012400
2022-01-19 15:33:55		116, 89, Brand Farm Dr, Fall St, Hinesburg Rd, John Fay Rd, Landon Rd, Meadowland Dr, Rye Cir, Swift St, Vietnam Veterans Memorial Hwy		0X801401	0X14	0X7F0F0000	0X2E520009	0X2005000
2022-01-19 15:34:00				0X804901	0X14	0X7F0F0000	0X2E510009	0X2012400
2022-01-19 15:34:00		116, 89, Barnsley St, Beechwood Ln, Chelsea Cir, Derby Cir, Dover St, Eldredge St, Forest Park, Foxcroft St, Georgetown, Hayes Ave, Hinesburg Rd, Kennedy Dr, Kinsington St, Laurentide Ln, Ledge Way, Manor Woods, Obrien Farm Rd, Robin Ln, Southview Dr, Stonington Cir, Sweetbriar Ln, Thatcher Ln, Timber Ln, Twin Oaks Terr, Two Brothers Dr, Vietnam Veterans Memorial Hwy, Wellesley Grove, Winding Brook Dr, Windridge Ct		0X801401	0X14	0X7F0F0000	0X2E510009	0X2005000
2022-01-16 13:50:42		2, Airport Rd, Anderson Pkwy, Bayberry Ln, Beacon St, Beechwood Ln, Circle Dr, Davis Pkwy, Elsom Pkwy, Hawthorne Cir, Hayden Pkwy, Kennedy Dr, Logwood St, Mayfair St, Mills Ave, Prouty Pkwy, South Rd, Southview Dr, Sugar Tree Ln, Victoria Dr, Victory Dr, Williston Rd, Winding Brook Dr, Windridge Ct, Woodbine St, Woodland Pl, Wright Ct		0X801401	0X14	0X7F0F0000	0X2E500009	0X2005000
2022-01-16 13:50:42				0X804901	0X14	0X7F0F0000	0X2E500009	0X2012400
2022-01-19 15:34:18		89, Bluestar Ln, Brand Farm Dr, Charleston Green, Dorset St, Finch Ct, Indian Creek, Iris Ln, Lupine Ln, Middlesex Green, Mockingbird Ln, Ridgewood Dr, Songbird Rd, Swift St, Vietnam Veterans Memorial Hwy		0X801401	0X14	0X7ECF0000	0X2E520009	0X2005000
2022-01-19 15:34:28		City of South Burlington, The Edge Sports & Fitness South Burlington		0X804401	0X14	0X7ECF0000	0X2E510009	0X2011000
2022-01-19 15:34:18				0X804901	0X14	0X7ECF0000	0X2E520009	0X2012400
2022-01-19 15:34:28				0X804901	0X14	0X7ECF0000	0X2E510009	0X2012400
2022-01-19 15:34:28		116, 189, 89, Deane St, Dorset St, Grandview Dr, Hinesburg Rd, Kennedy Dr, N Twin Oaks Terr, Town Square Dr, Twin Oaks Terr, Vietnam Veterans Memorial Hwy, W Twin Oaks Terr, Woodcrest Dr		0X801401	0X14	0X7ECF0000	0X2E510009	0X2005000
2022-01-19 15:34:50		116, Allys Run, Aspen Dr, Barrett St, Birch St, Davis Pkwy, Dorset St, Heath St, Hickory Ln, Hinesburg Rd, Hopkins St, Iby St, Lilac Ln, Market St, O'Brien Dr, Prouty Pkwy, Ruth St, San Remo Dr, Simpson Ct, Slocum St, Sunset Ave, Village Green Dr, Woodcrest Dr, Wright Ct		0X801401	0X14	0X7ECF0000	0X2E500009	0X2005000
2022-01-19 15:34:50				0X804901	0X14	0X7ECF0000	0X2E500009	0X2012400
2022-01-19 15:34:18				0X804901	0X14	0X7E8F0000	0X2E520009	0X2012400
2022-01-19 15:34:18		Arlington Green, Bedford Green, Chelmsford Green, Chickadee Cir, Concord Green, Economou Farm Rd, Finch Ct, Hermit Thrush Ln, Hummingbird Ln, Indian Creek, Kingfisher Ct, Lexington Green, Lincoln Green, Meadowood Dr, Middlesex Green, Ridgewood Dr, Songbird Rd, Spear St, Springhouse Rd, Swift St, Woodthrush Cir		0X801401	0X14	0X7E8F0000	0X2E520009	0X2005000
2022-01-19 15:34:28				0X804901	0X14	0X7E8F0000	0X2E510009	0X2012400
2022-01-19 15:34:28		189, 89, Oakwood Dr, Spear St, Town Square Dr, Vietnam Veterans Memorial Hwy		0X801401	0X14	0X7E8F0000	0X2E510009	0X2005000
2022-01-19 15:34:28				0X804901	0X14	0X7E8F0000	0X2E500009	0X2012400
2022-01-19 15:34:28		89, Aspen Dr, Brookwood Dr, Dorset St, East Terr, Hickory Ln, Oakwood Dr, Quarry Hill Rd, San Remo Dr, Sherry Rd, Spear St, Vietnam Veterans Memorial Hwy, Woodside Dr		0X801401	0X14	0X7E8F0000	0X2E500009	0X2005000
2022-01-19 14:58:44		Button Bay State Park, Mt. Philo State Park, Westport		0X804401	0X14	0X4BCA0000	0X1730000	0X2011000
		Burlington International Airport (BTV), Hertz		0X804401	0X14	-0X40720000	0X17270004	0X2011000
				0X804901	0X14	-0X40720000	0X17270004	0X2012400
2022-01-16 13:52:56				0X800101	0X14	-0X40720000	0X17270004	0X2000400
		2, Airport Dr, Airport Pkwy, Anderson Pkwy, Barber Terr, Berkley St, Cinda St, Clover St, Cottage Grove Ave, Country Club Dr, Country Club Dr E, Davis Pkwy, Delaware St, Dumont Ave, Duval St, Elizabeth St, Elsom Pkwy, Forest St, Gilbert St, Hanover St, Hayden Pkwy, Helen Ave, Kirby Rd, Ledoux Terr, Logwood St, Lynn Ave, Maplewood Dr, Maryland St, Mills Ave, Mountain View Blvd, Myers Ct, N Henry Ct, National Guard Ave, Nco Dr, Patrick St, Peterson Terr, Picard Cir, Pillsbury Manor N, Pine St, Pine Tree Terr, Poor Farm Rd, Pump Ln, Richard Terr, S Henry Ct, Stonehouse Common, Suburban Square, Victory Dr, White St, Williston Rd		0X801401	0X14	-0X40720000	0X17270004	0X2005000
2022-01-21 20:15:04				0X804901	0X14	-0X40B20000	0X17270004	0X2012400
2022-01-21 20:15:04		116, 2, 89, Airport Pkwy, Arbor Rd, Bilodeau Ct, Bilodeau Pkwy, Bluff Ct, Carrigan Dr, Case Pkwy, Centennial Ct, Charles St, Clover St, Cottage Grove Ave, Danny O'Sullivan Way, Dorset St, E Village Dr, East Ave, East Terr, Executive Dr, Fielding Ln, Heath St, Hinesburg Rd, Juniper Dr, Kirby Rd, Landfill Rd, Larch Rd, Lily Ln, Main St, Maplewood Dr, Market St, Mary St, Midas Rd, Patchen Rd, Pine St, Quarry Hill Rd, Queensbury Rd, Richard Terr, Shepard Ln, Stonehouse Common, University Rd, Valley Ridge Rd, Vietnam Veterans Memorial Hwy, White St, Williston Rd		0X801401	0X14	-0X40B20000	0X17270004	0X2005000
2022-01-21 20:15:04				0X800101	0X14	-0X40B20000	0X17270004	0X2000400
2022-01-19 15:02:10		116, 2A, Adirondack St, Blue Heron Dr, Boulder Dr, Braeburn St, Burlington Rd, Butler Dr, Butternut Rd, Callaway Dr, Chaloux Ln, Charles Rd, Cheese Factory Ln, Cheesefactory Rd, Cider Mill Dr, Cobblestone Cir, Crispin Dr, Dorset Heights, Dubois Dr, Fieldstone Dr, Golf Course Rd, Hiddenmeadow Ln, Highland Terr, Hinesburg Rd, Johns Rd, Kendrick Dr, Lacasse Ln, Leduc Farm Rd, Lincoln Rd, Marcy St, Ridge Rd, Rosewood Dr, Royal Dr, S Brownell Rd, Sommerfield Ave, St George Rd, Van Sicklen Rd, Walker Hill Rd, Whiteface St, Winesap Ln, Worcester St		0X801401	0X14	0X5FCD0000	0XB950002	0X2005000
2022-01-19 14:59:28		116, 2, 89, Adams Dr, Adirondack St, Airport Dr, Airport Rd, Anderson Pkwy, Armand Ln, Avenue A, Avenue B, Avenue C, Aviation Ave, Barnsley St, Bayberry Ln, Beacon St, Beechwood Ln, Boulder Dr, Bowdoin St, Boyer Cir, Brand Farm Dr, Builders Blvd, Butler Dr, Calkins Ct, Circle Dr, Clinton St, Colton Pl, Comcast Way, Community Dr, Customs Dr, Davis Pkwy, Demag Dr, Derby Cir, Dover St, Dubois Dr, Eagle Dr, Echo Pl, Eldredge St, Elsom Pkwy, Engineers Dr, Fall St, Forest Park, Fox Run Ln, Foxcroft St, Georgetown, Green Tree Dr, Gregory Dr, Hawthorne Cir, Hayden Pkwy, Hayes Ave, Hinesburg Rd, Industrial Ave, John Fay Rd, Kaylyn's Way, Kennedy Dr, Kimball Ave, Kinsington St, Knoll Cir, Krupp Dr, Landon Rd, Laurentide Ln, Ledge Way, Leroy Rd, Logwood St, Manor Woods, Mansfield View Ln, Marcy St, Marshall Ave, Mayfair St, Meadowland Dr, Mill Pond Ln, Miller Ln, Millham Ct, Mills Ave, Moss Glen Ln, Munson Ct, Munson Way, Nora Pete Dr, Oak Creek Dr, Obrien Farm Rd, Old Farm Rd, Omega Dr, Palmer Ct, Pioneer Dr, Prouty Pkwy, Randall St, Robin Ln, Rye Cir, S Brownell Rd, Shunpike Rd, South Rd, Southview Dr, Split Rock Ct, Stonington Cir, Sugar Tree Ln, Sweetbriar Ln, Swift St, Technology Park Way, Thatcher Ln, Thompson St, Tilley Dr, Timber Ln, Twin Oaks Terr, Two Brothers Dr, Valley Rd, Victoria Dr, Victory Dr, Vietnam Veterans Memorial Hwy, Wellesley Grove, Wellness Dr, Whiteface St, Wildflower Dr, Williston Rd, Winding Brook Dr, Windridge Ct, Winter Ln, Winter Sport Ln, Woodbine St, Woodland Pl, Worcester St, Wright Ct		0X801401	0X14	0X5FCD0000	0XB940002	0X2005000
